"prov","kabkot","kecamatan","code_prov","code_kab","code_kec","KPwDN","KPwDN_Code"
"SULAWESI SELATAN","KAB. TORAJA UTARA","SANGGALANGI",73,26,30,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TORAJA UTARA","SESEAN",73,26,110,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TORAJA UTARA","SESEAN SULOARA",73,26,150,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TORAJA UTARA","SOPAI",73,26,10,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TORAJA UTARA","TALLUNGLIPU",73,26,80,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TORAJA UTARA","TIKALA",73,26,100,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TORAJA UTARA","TONDON",73,26,70,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. BANTAENG","BANTAENG",73,3,20,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. BANTAENG","BISSAPPU",73,3,10,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. BANTAENG","EREMERASA",73,3,21,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. BANTAENG","GANTARANGKEKE",73,3,32,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. BANTAENG","PA'JUKUKANG",73,3,31,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. BANTAENG","SINOA",73,3,12,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. BANTAENG","TOMPOBULU",73,3,30,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. BANTAENG","ULUERE",73,3,11,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. JENEPONTO","ARUNGKEKE",73,4,41,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. JENEPONTO","BANGKALA",73,4,10,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. JENEPONTO","BANGKALA BARAT",73,4,11,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. JENEPONTO","BATANG",73,4,40,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. JENEPONTO","BINAMU",73,4,30,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. JENEPONTO","BONTORAMBA",73,4,21,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. JENEPONTO","KELARA",73,4,50,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. JENEPONTO","RUMBIA",73,4,51,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. JENEPONTO","TAMALATEA",73,4,20,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. JENEPONTO","TAROWANG",73,4,42,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. JENEPONTO","TURATEA",73,4,31,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TAKALAR","GALESONG",73,5,51,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TAKALAR","GALESONG SELATAN",73,5,50,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TAKALAR","GALESONG UTARA",73,5,60,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TAKALAR","KEPULAUAN TANAKEKE",73,5,22,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TAKALAR","MANGARA BOMBANG",73,5,10,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TAKALAR","MAPPAKASUNGGU",73,5,20,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TAKALAR","PATTALLASSANG",73,5,31,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TAKALAR","POLOMBANGKENG SELATAN",73,5,30,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TAKALAR","POLOMBANGKENG UTARA",73,5,40,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. TAKALAR","SANROBONE",73,5,21,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","BAJENG",73,6,20,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","BAJENG BARAT",73,6,21,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","BAROMBONG",73,6,31,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","BIRINGBULU",73,6,91,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","BONTOLEMPANGAN",73,6,81,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","BONTOMARANNU",73,6,50,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","BONTONOMPO",73,6,10,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","BONTONOMPO SELATAN",73,6,11,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","BUNGAYA",73,6,80,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","MANUJU",73,6,61,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","PALLANGGA",73,6,30,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","PARANGLOE",73,6,60,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","PARIGI",73,6,72,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","PATTALLASSANG",73,6,51,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","SOMBA OPU",73,6,40,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","TINGGIMONCONG",73,6,70,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","TOMBOLO PAO",73,6,71,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. GOWA","TOMPOBULU",73,6,90,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. SINJAI","BULUPODDO",73,7,80,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. SINJAI","PULAU SEMBILAN",73,7,90,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. SINJAI","SINJAI BARAT",73,7,10,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. SINJAI","SINJAI BORONG",73,7,20,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. SINJAI","SINJAI SELATAN",73,7,30,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. SINJAI","SINJAI TENGAH",73,7,60,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. SINJAI","SINJAI TIMUR",73,7,50,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. SINJAI","SINJAI UTARA",73,7,70,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. SINJAI","TELLU LIMPOE",73,7,40,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","BIRING KANAYA",73,71,110,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","BONTOALA",73,71,70,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","KEPULAUAN SANGKARRANG",73,71,81,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","MAKASSAR",73,71,40,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","MAMAJANG",73,71,20,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","MANGGALA",73,71,101,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","MARISO",73,71,10,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","PANAKKUKANG",73,71,100,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","RAPPOCINI",73,71,31,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","TALLO",73,71,90,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","TAMALANREA",73,71,111,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","TAMALATE",73,71,30,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","UJUNG PANDANG",73,71,50,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","UJUNG TANAH",73,71,80,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA MAKASSAR","WAJO",73,71,60,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA PAREPARE","BACUKIKI",73,72,10,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA PAREPARE","BACUKIKI BARAT",73,72,11,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA PAREPARE","SOREANG",73,72,30,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA PAREPARE","UJUNG",73,72,20,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA PALOPO","BARA",73,73,31,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA PALOPO","MUNGKAJANG",73,73,22,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA PALOPO","SENDANA",73,73,11,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA PALOPO","TELLUWANUA",73,73,40,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA PALOPO","WARA",73,73,20,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA PALOPO","WARA BARAT",73,73,41,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA PALOPO","WARA SELATAN",73,73,10,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA PALOPO","WARA TIMUR",73,73,21,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KOTA PALOPO","WARA UTARA",73,73,30,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. MAROS","BANTIMURUNG",73,8,40,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. MAROS","BONTOA",73,8,30,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. MAROS","CAMBA",73,8,60,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. MAROS","CENRANA",73,8,61,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. MAROS","LAU",73,8,23,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. MAROS","MALLAWA",73,8,70,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. MAROS","MANDAI",73,8,10,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. MAROS","MAROS BARU",73,8,20,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. MAROS","MARUSU",73,8,21,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. MAROS","MONCONGLOE",73,8,11,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. MAROS","SIMBANG",73,8,41,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. MAROS","TANRALILI",73,8,50,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. MAROS","TOMPU BULU",73,8,51,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. MAROS","TURIKALE",73,8,22,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. PANGKAJENE DAN KEPULAUAN","BALOCCI",73,9,50,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. PANGKAJENE DAN KEPULAUAN","BUNGORO",73,9,60,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. PANGKAJENE DAN KEPULAUAN","LABAKKANG",73,9,70,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. PANGKAJENE DAN KEPULAUAN","LIUKANG KALMAS",73,9,20,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. PANGKAJENE DAN KEPULAUAN","LIUKANG TANGAYA",73,9,10,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. PANGKAJENE DAN KEPULAUAN","LIUKANG TUPABBIRING",73,9,30,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. PANGKAJENE DAN KEPULAUAN","LIUKANG TUPABBIRING UTARA",73,9,31,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. PANGKAJENE DAN KEPULAUAN","MA'RANG",73,9,80,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. PANGKAJENE DAN KEPULAUAN","MANDALLE",73,9,92,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. PANGKAJENE DAN KEPULAUAN","MINASATENE",73,9,41,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. PANGKAJENE DAN KEPULAUAN","PANGKAJENE",73,9,40,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. PANGKAJENE DAN KEPULAUAN","SEGERI",73,9,91,"KPwDN Sulawesi Selatan",38
"SULAWESI SELATAN","KAB. PANGKAJENE DAN KEPULAUAN","TONDONG TALLASA",73,9,51,"KPwDN Sulawesi Selatan",38
"SULAWESI TENGGARA","KAB. BUTON","KAPONTORI",74,1,110,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON","LASALIMU",74,1,50,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON","LASALIMU SELATAN",74,1,51,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON","PASAR WAJO",74,1,60,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON","SIOTAPINA",74,1,52,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON","WABULA",74,1,62,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON","WOLOWA",74,1,61,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE UTARA","ANDOWIA",74,10,51,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE UTARA","ASERA",74,10,50,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE UTARA","LANDAWE",74,10,71,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE UTARA","LANGGIKIMA",74,10,60,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE UTARA","LASOLO",74,10,30,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE UTARA","LASOLO KEPULAUAN",74,10,32,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE UTARA","LEMBO",74,10,20,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE UTARA","MOLAWE",74,10,40,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE UTARA","MOTUI",74,10,11,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE UTARA","OHEO",74,10,52,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE UTARA","SAWA",74,10,10,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE UTARA","WAWOLESEA",74,10,31,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE UTARA","WIWIRANO",74,10,70,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KOLAKA TIMUR","AERE",74,11,10,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KOLAKA TIMUR","DANGIA",74,11,40,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KOLAKA TIMUR","LADONGI",74,11,50,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KOLAKA TIMUR","LALOLAE",74,11,80,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KOLAKA TIMUR","LAMBANDIA",74,11,20,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KOLAKA TIMUR","LOEA",74,11,60,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KOLAKA TIMUR","MOWEWE",74,11,90,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KOLAKA TIMUR","POLI-POLIA",74,11,30,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KOLAKA TIMUR","TINONDO",74,11,100,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KOLAKA TIMUR","TIRAWUTA",74,11,70,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KOLAKA TIMUR","UEESI",74,11,120,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KOLAKA TIMUR","ULUIWOI",74,11,110,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE KEPULAUAN","WAWONII BARAT",74,12,70,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE KEPULAUAN","WAWONII SELATAN",74,12,50,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE KEPULAUAN","WAWONII TENGAH",74,12,60,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE KEPULAUAN","WAWONII TENGGARA",74,12,10,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE KEPULAUAN","WAWONII TIMUR",74,12,20,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE KEPULAUAN","WAWONII TIMUR LAUT",74,12,30,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE KEPULAUAN","WAWONII UTARA",74,12,40,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA BARAT","BARANGKA",74,13,80,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA BARAT","KUSAMBI",74,13,100,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA BARAT","LAWA",74,13,60,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA BARAT","MAGINTI",74,13,20,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA BARAT","NAPANO KUSAMBI",74,13,110,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA BARAT","SAWERIGADI",74,13,70,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA BARAT","TIWORO KEPULAUAN",74,13,10,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA BARAT","TIWORO SELATAN",74,13,40,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA BARAT","TIWORO TENGAH",74,13,30,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA BARAT","TIWORO UTARA",74,13,50,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA BARAT","WA DAGA",74,13,90,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON TENGAH","GU",74,14,60,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON TENGAH","LAKUDO",74,14,50,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON TENGAH","MAWASANGKA",74,14,20,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON TENGAH","MAWASANGKA TENGAH",74,14,30,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON TENGAH","MAWASANGKA TIMUR",74,14,40,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON TENGAH","SANGIA WAMBULU",74,14,70,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON TENGAH","TALAGA RAYA",74,14,10,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON SELATAN","BATAUGA",74,15,40,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON SELATAN","BATU ATAS",74,15,10,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON SELATAN","KADATUA",74,15,70,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON SELATAN","LAPANDEWA",74,15,20,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON SELATAN","SAMPOLAWA",74,15,30,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON SELATAN","SIOMPU",74,15,60,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. BUTON SELATAN","SIOMPU BARAT",74,15,50,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","BATALAIWORU",74,2,73,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","BATUKARA",74,2,112,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","BONE",74,2,21,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","DURUKA",74,2,72,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","KABANGKA",74,2,31,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","KABAWO",74,2,30,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","KATOBU",74,2,70,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","KONTUKOWUNA",74,2,32,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","KONTUNAGA",74,2,61,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","LASALEPA",74,2,81,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","LOHIA",74,2,71,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","MALIGANO",74,2,111,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","MAROBO",74,2,22,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","NAPABALANO",74,2,80,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","PARIGI",74,2,20,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","PASI KOLAGA",74,2,92,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","PASIR PUTIH",74,2,91,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","TONGKUNO",74,2,10,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","TONGKUNO SELATAN",74,2,11,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","TOWEA",74,2,83,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","WAKORUMBA SELATAN",74,2,90,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. MUNA","WATOPUTE",74,2,62,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","ABUKI",74,3,180,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","AMONGGEDO",74,3,142,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","ANGGABERI",74,3,171,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","ANGGALOMOARE",74,3,104,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","ANGGOTOA",74,3,153,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","ASINUA",74,3,183,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","BESULUTU",74,3,102,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","BONDOALA",74,3,101,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","KAPOIALA",74,3,103,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","KONAWE",74,3,152,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","LALONGGASUMEETO",74,3,91,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","LAMBUYA",74,3,130,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","LATOMA",74,3,181,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","MELUHU",74,3,151,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","MOROSI",74,3,105,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","ONEMBUTE",74,3,133,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","PADANGGUNI",74,3,184,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","PONDIDAHA",74,3,140,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","PURIALA",74,3,132,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","ROUTA",74,3,193,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","SAMPARA",74,3,100,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","SOROPIA",74,3,90,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","TONGAUNA",74,3,182,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","TONGAUNA UTARA",74,3,185,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","UEPAI",74,3,131,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","UNAAHA",74,3,170,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","WAWOTOBI",74,3,150,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","WONGGEDUKU",74,3,141,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KONAWE","WONGGEDUKU BARAT",74,3,143,"KPwDN Sulawesi Tenggara",40
"SULAWESI TENGGARA","KAB. KOLAKA","BAULA",74,4,31,"KPwDN Sulawesi Tenggara",40
